River,Date Sampled,Year,Month,Date as Text,Sampling Conditions,Parameter,Result,Result Less Than or Equal To,Result Unit,Guideline Value,Guideline Unit,Guideline Source
Huntley River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Clyde River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Huntley River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
West River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Azoxystrobin,< 0.02,0.02,ng/ml,44,ng/ml,USEPA Aquatic Life Benchmark
West River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
West River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
West River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Mancozeb,< 100,100,ng/ml,47,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Clyde River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Clyde River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Terbacil,< 0.01,0.01,ng/ml,,ng/ml,
Huntley River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Clothianidin,0.02,0.02,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Mill River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
West River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Carbofuran,< 0.02,0.02,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Terbacil,< 0.01,0.01,ng/ml,,ng/ml,
Clyde River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Metobromuron,< 0.03,0.03,ng/ml,,ng/ml,
Clyde River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Tribenuron-Methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Tribenuron-Methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Clothianidin,< 0.01,0.01,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Wilmot River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Thiophanate-Methyl,0.05,0.05,ng/ml,930,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Jul 26, 2017",2017,7,2017-07-26T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
West River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Clothianidin,< 0.01,0.01,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Winter River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Winter River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Metobromuron,< 0.03,0.03,ng/ml,,ng/ml,
Clyde River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Metobromuron,< 0.03,0.03,ng/ml,,ng/ml,
Wilmot River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Dunk River,"Jul 26, 2017",2017,7,2017-07-26T00:00:00.000,normal (dry),Thifensulfuron-Methyl,< 0.02,0.02,ng/ml,1.59,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Terbacil,< 0.01,0.01,ng/ml,,ng/ml,
Wilmot River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Mancozeb,< 100,100,ng/ml,47,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Clyde River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Clyde River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Mancozeb,< 100,100,ng/ml,47,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Jul 26, 2017",2017,7,2017-07-26T00:00:00.000,normal (dry),Clothianidin,0.06,0.06,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Montague River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Thifensulfuron-Methyl,< 0.02,0.02,ng/ml,1.59,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
West River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Clyde River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
West River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Chlorantraniliprole,< 0.02,0.02,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
West River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Terbacil,< 0.01,0.01,ng/ml,,ng/ml,
Wilmot River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
West River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Clyde River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Metiram,< 1000,1000,ng/ml,,ng/ml,
Wilmot River,"Jul 26, 2017",2017,7,2017-07-26T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Tribenuron-Methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Terbacil,< 0.01,0.01,ng/ml,,ng/ml,
Mill River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Clyde River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Wilmot River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Dunk River,"Jul 26, 2017",2017,7,2017-07-26T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Tribenuron-Methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Dunk River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Chlorantraniliprole,< 0.02,0.02,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Clyde River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
West River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
West River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Metobromuron,< 0.03,0.03,ng/ml,,ng/ml,
Montague River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Terbacil,< 0.01,0.01,ng/ml,,ng/ml,
Dunk River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Chlorothalonil,< 0.02,0.02,ng/ml,0.18,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Clyde River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
West River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"Jul 26, 2017",2017,7,2017-07-26T00:00:00.000,normal (dry),Metobromuron,< 0.03,0.03,ng/ml,,ng/ml,
Montague River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Clothianidin,0.04,0.04,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Morell River,"Oct 05, 2017",2017,10,2017-10-05T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
West River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Thifensulfuron-Methyl,< 0.02,0.02,ng/ml,1.59,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Sep 28, 2017",2017,9,2017-09-28T00:00:00.000,wet weather,Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Metiram,< 1000,1000,ng/ml,,ng/ml,
Clyde River,"Jun 15, 2017",2017,6,2017-06-15T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Huntley River,"Jul 20, 2017",2017,7,2017-07-20T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
West River,"Aug 24, 2017",2017,8,2017-08-24T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
